0;1
1;1
2;5
3;6
4;18
5;47
6;98
7;191
8;359
9;670
10;947
11;1236
12;1529
13;1872
14;2433
15;3629
16;5698
17;7402
18;9217
19;10827
20;13531
21;15679
22;18135
23;20921
24;23934
25;27069
26;30217
27;34109
28;38226
29;42282
30;47029
31;52167
32;56956
33;61049
34;65111
35;69392
36;74193
37;78546
38;82329
39;86306
40;90980
41;95591
42;98674
43;101790
44;104912
45;107773
46;110130
47;112261
48;114653
49;117589
50;120204
51;122392
52;124375
53;126045
54;127659
55;129491
56;131744
57;133721
58;135569
59;137115
60;138657
61;139771
62;141475
63;143114
64;144749
65;146457
66;148067
67;149435
68;150593
69;151615
70;152587
71;153548
72;154500
73;155686
74;156827
75;157814
76;158762
77;159797
78;160979
79;162120
80;163103
81;163942
82;164769
83;165555
84;166422
85;167410
86;168340
87;169218
88;170132
89;171121
90;172114
91;173036
92;174023
93;175218
94;176677
95;178239
96;179831
97;181298
98;182727
99;184031
100;185245
101;186493
102;187685
103;188897
104;190165
105;191657
106;193115
107;194511
108;195883
109;197239
110;198613
111;199906
112;201098
113;202284
114;203456
115;204610
116;205758
117;206844
118;207897
119;208938
120;209962
121;210965
122;211981
123;212993
124;214001
125;214993
126;215940
127;216873
128;217799
129;218717
130;219641
131;220572
132;221500
133;222402
134;223315
135;224252
136;225173
137;226100
138;227019
139;227982
140;228924
141;229891
142;230873
143;231869
144;232856
145;233851
146;234934
147;236112
148;237265
149;238450
150;239622
151;240804
152;241997
153;243180
154;244392
155;245635
156;246861
157;248117
158;249309
159;250542
160;251805
161;253108
162;254520
163;255723
164;257032
165;258249
166;259692
167;261194
168;262507
169;263998
170;265515
171;267064
172;268546
173;270133
174;271705
175;273301
176;274943
177;276555
178;278228
179;279806
180;281509
181;283270
182;284943
183;286455
184;288126
185;289635
186;291162
187;292878
188;294620
189;296391
190;298039
191;299810
192;301348
193;302867
194;304610
195;306302
196;308069
197;309790
198;311455
199;312966
200;314433
201;315845
202;317272
203;318663
204;320070
205;321512
206;323014
207;324443
208;326046
209;327557
210;329138
211;330753
212;332382
213;334031
214;335533
215;337147
216;338779
217;340450
218;342143
219;343955
220;345678
221;347493
222;349519
223;351413
224;353426
225;355528
226;357693
227;359784
228;361801
229;363999
230;366208
231;368513
232;370832
233;373154
234;375367
235;377473
236;379775
237;382118
238;384509
239;386820
240;389256
241;391739
242;394255
243;396831
244;399360
245;402053
246;404894
247;407939
248;411055
249;414278
250;417594
251;421413
252;425628
253;430170
254;435273
255;440805
256;446822
257;453535
258;460916
259;467730
260;474606
261;481198
262;487912
263;494351
264;500865
265;506966
266;513656
267;520167
268;527070
269;533198
270;539291
271;545711
272;552304
273;558517
274;1748567
275;1780673
276;1809809
277;1836728
278;1866345
279;1898447
280;1928165
281;1955680
282;1982090
283;2004285
284;2024601
285;2043704
286;2062960
287;2082610
288;2100712
289;2118255
290;2133373
291;2147578
292;2162775
293;2178580
294;2194272
295;2208652
296;2220855
297;2232035
298;2241912
299;2255607
300;2270101
301;2283931
302;2296102
303;2307581
304;2317118
305;2326256
306;2336476
307;2346285
308;2355839
309;2364801
310;2373115
311;2380665
312;2387101
313;2392963
314;2399781
315;2406216
316;2412505
317;2418472
318;2424328
319;2429605
320;2435247
321;2442350
322;2449839
323;2457118
324;2464030
325;2470901
326;2477463
327;2485182
328;2492977
329;2501079
330;2508988
331;2516889
332;2524786
333;2531456
334;2539559
335;2548195
336;2556837
337;2564427
338;2572190
339;2579896
340;2586183
341;2594128
342;2602034
343;2609359
344;2616600
345;2624019
346;2631876
347;2638422
348;2646526
349;2655633
350;2665194
351;2674766
352;2683971
353;2693164
354;2701588
355;2711479
356;2723316
357;2734836
358;2746158
359;2757460
360;2769230
361;2780417
362;2793632
363;2807387
364;2821943
365;2835989
366;2850930
367;2866012
368;2879390
369;2894893
370;2911642
371;2930554
372;2950603
373;2971633
374;2992694
375;3013122
376;3035338
377;3061520
378;3091282
379;3120013
380;3149094
381;3179115
382;3208173
383;3240577
384;3277880
385;3317182
386;3357988
387;3400296
388;3445052
389;3487050
390;3529601
391;3579185
392;3633925
393;3689866
394;3745657
395;3798333
396;3849011
397;3903573
398;3962760
399;4025557
400;4086957
401;4150039
402;4212645
403;4268447
404;4323596
405;4384624
406;4446591
407;4501382
408;4550820
409;4591416
410;4629969
411;4667281
412;4710582
413;4751026
414;4788700
415;4820591
416;4849408
417;4875388
418;4900121
419;4929118
420;4955594
421;4977982
422;4998089
423;5016141
424;5031332
425;5044936
426;5059433
427;5072462
428;5083996
429;5095390
430;5106862
431;5117374
432;5127548
